35	2.726068
26	1.8883954
152	1.8285699
54	1.7974029
115	1.7480104
51	1.6496803
24	1.6407434
10	1.5538647
28	1.5429524
6	1.5403576
205	1.474503
59	1.4734501
119	1.4053409
187	1.3190621
194	1.298501
210	1.2049668
106	1.1853758
88	1.1560023
146	1.1491983
21	1.140858
191	1.0949578
125	1.0836775
98	1.0388592
245	1.029191
50	1.0
226	1.0
65	0.98216563
127	0.98029983
78	0.97979796
162	0.9681529
151	0.96762526
44	0.96050954
184	0.959596
25	0.9577206
53	0.94949496
206	0.9414013
232	0.93939394
13	0.9296636
199	0.92708206
134	0.9261147
147	0.9191919
31	0.9133758
62	0.9062181
141	0.90191084
128	0.901214
56	0.900637
166	0.8888889
139	0.8840764
171	0.87492764
208	0.872579
19	0.86868685
149	0.86599755
103	0.8611465
189	0.85858583
69	0.8501529
87	0.84968156
76	0.8484849
181	0.8470762
238	0.8430173
142	0.83838385
107	0.8372037
216	0.8356688
40	0.8307849
108	0.82828283
168	0.823748
155	0.82161057
248	0.81753314
213	0.8063694
164	0.7979798
160	0.7930683
43	0.7737003
212	0.77010715
169	0.76305735
250	0.75757575
74	0.74747473
196	0.7452229
104	0.74441665
183	0.733758
157	0.7317686
102	0.72782874
52	0.72430724
136	0.71847135
32	0.7070707
190	0.6969697
23	0.6941196
91	0.6899647
105	0.6789809
236	0.6666667
97	0.66369426
38	0.6544342
203	0.6513761
121	0.65095544
186	0.64646465
89	0.6363636
4	0.6262626
197	0.610482
2	0.60977936
201	0.6060606
110	0.5949045
137	0.59040236
